<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
03.11.2020,18:34:00,110462,115238,107927,113475,81
03.11.2020,18:35:00,113354,115240,108097,115240,56
03.11.2020,18:36:00,108836,115275,107903,108910,25
03.11.2020,18:37:00,108602,115086,107985,110830,2
03.11.2020,18:38:00,108528,115242,107919,109475,28
03.11.2020,18:39:00,109432,115213,108332,112813,42
03.11.2020,18:40:00,113022,115246,108317,112034,88
03.11.2020,18:41:00,114789,115147,108000,108540,96
03.11.2020,18:42:00,110703,114733,108143,114549,84
03.11.2020,18:43:00,108323,114852,108050,109579,72
03.11.2020,18:44:00,110968,115093,108015,111362,71
03.11.2020,18:45:00,109729,115296,107962,108855,29
03.11.2020,18:46:00,110151,115231,108007,108699,53
03.11.2020,18:47:00,111313,115070,108025,110603,7
03.11.2020,18:48:00,115210,115210,108054,112542,24
03.11.2020,18:49:00,111763,115283,107935,109403,35
03.11.2020,18:50:00,109273,114802,108276,110906,25
03.11.2020,18:51:00,115198,115219,107942,109597,91
03.11.2020,18:52:00,109990,115152,108021,112790,38
03.11.2020,18:53:00,112764,115188,107925,111727,6
03.11.2020,18:54:00,109870,115299,107943,111347,67
03.11.2020,18:55:00,115025,115291,108009,111009,8
03.11.2020,18:56:00,111778,115229,107917,113866,97
03.11.2020,18:57:00,112100,115168,108069,109696,60
03.11.2020,18:58:00,112872,115143,107958,112485,22
03.11.2020,18:59:00,109391,115177,108033,114220,15
03.11.2020,19:00:00,110459,115117,108259,112833,28
03.11.2020,19:01:00,109693,115287,107939,114776,72
03.11.2020,19:02:00,108108,114885,108108,112288,98
03.11.2020,19:03:00,113913,115233,107971,110300,86
03.11.2020,19:04:00,110610,115191,108192,109825,41
03.11.2020,19:05:00,109819,115221,108145,109868,39
03.11.2020,19:06:00,113546,115282,108279,114859,84
03.11.2020,19:07:00,112513,115079,108152,108184,68
03.11.2020,19:08:00,115117,115117,107954,110437,50
03.11.2020,19:09:00,110429,115251,108075,112317,85
03.11.2020,19:10:00,110852,115262,107944,112745,79
03.11.2020,19:11:00,114742,115206,108153,113663,13
03.11.2020,19:12:00,113352,115177,107923,113805,81
03.11.2020,19:13:00,114936,115265,107929,115170,72
03.11.2020,19:14:00,109782,115286,107952,109591,54
03.11.2020,19:15:00,108444,114904,107941,110445,1
03.11.2020,19:16:00,111806,115256,108179,110844,23
03.11.2020,19:17:00,109633,115120,107941,109625,61
03.11.2020,19:18:00,111078,115103,108165,108934,46
03.11.2020,19:19:00,111188,114848,108013,108766,35
03.11.2020,19:20:00,112403,115100,107945,110826,82
03.11.2020,19:21:00,111482,115292,108007,112046,82
03.11.2020,19:22:00,114079,115251,108113,109531,82
03.11.2020,19:23:00,110044,115257,108110,108128,61
03.11.2020,19:24:00,113745,115058,108015,113602,44
03.11.2020,19:25:00,113670,115004,108289,111013,33
03.11.2020,19:26:00,111461,115131,108002,110315,63
03.11.2020,19:27:00,114644,115229,107950,113346,27
03.11.2020,19:28:00,111649,115279,107976,110654,66
03.11.2020,19:29:00,111622,115173,107943,112432,90
03.11.2020,19:30:00,113596,115228,107965,114595,84
03.11.2020,19:31:00,107919,115204,107918,113524,32
03.11.2020,19:32:00,110086,115245,108347,108538,80
03.11.2020,19:33:00,113100,115292,108127,112940,88
03.11.2020,19:34:00,111026,115238,108172,111606,26
03.11.2020,19:35:00,110280,115282,107980,113691,91
03.11.2020,19:36:00,110981,115245,108046,112915,60
03.11.2020,19:37:00,113820,115109,107975,113052,93
03.11.2020,19:38:00,110814,115264,107954,110401,40
03.11.2020,19:39:00,111627,115265,107988,110391,2
03.11.2020,19:40:00,112255,115289,108059,114646,69
03.11.2020,19:41:00,112896,115155,107983,108970,93
03.11.2020,19:42:00,111219,115065,107908,108734,11
03.11.2020,19:43:00,110635,115273,107991,111993,1
03.11.2020,19:44:00,113820,115285,108088,111037,18
03.11.2020,19:45:00,114387,115244,107930,110374,93
03.11.2020,19:46:00,113573,115133,108071,110549,64
03.11.2020,19:47:00,108171,115047,107910,112532,62
03.11.2020,19:48:00,111740,115274,107900,114160,88
03.11.2020,19:49:00,107991,115238,107911,109455,69
03.11.2020,19:50:00,109409,115288,107900,112929,35
03.11.2020,19:51:00,114966,114966,107996,110691,88
03.11.2020,19:52:00,114087,115284,108373,114846,42
03.11.2020,19:53:00,108366,115293,107914,113041,25
03.11.2020,19:54:00,111713,115143,108054,108145,85
03.11.2020,19:55:00,112733,115114,107933,109128,86
03.11.2020,19:56:00,109949,115220,107906,109999,39
03.11.2020,19:57:00,108481,115230,107902,115077,89
03.11.2020,19:59:00,110244,115268,108022,110584,14
03.11.2020,20:00:00,114533,114995,107915,113857,54
04.11.2020,10:00:00,108330,115233,108069,108147,54
04.11.2020,10:01:00,114806,115264,108231,114204,95
04.11.2020,10:02:00,111513,115278,108179,114781,9
04.11.2020,10:03:00,112212,115264,108079,115264,77
04.11.2020,10:05:00,108298,115109,108212,114573,16
04.11.2020,10:06:00,109882,115200,107981,112716,56
04.11.2020,10:07:00,111234,115290,107913,108671,12
04.11.2020,10:08:00,112468,115239,107900,112418,49
04.11.2020,10:09:00,108895,115230,108278,114862,78
04.11.2020,10:10:00,112602,115206,108072,108376,97
04.11.2020,10:11:00,109019,115213,107965,113964,64
04.11.2020,10:12:00,111466,115267,107926,111307,40
04.11.2020,10:13:00,114610,115264,108009,114456,21
04.11.2020,10:14:00,113259,115281,107913,110005,74
04.11.2020,10:15:00,111174,114922,108147,113830,74
04.11.2020,10:16:00,111556,115073,108131,114412,75
04.11.2020,10:17:00,109720,114631,108219,108548,21
04.11.2020,10:18:00,108302,115067,107923,113805,96
04.11.2020,10:19:00,114182,115139,108239,112618,77
04.11.2020,10:20:00,113886,115283,108186,109719,81
04.11.2020,10:21:00,109483,115255,107908,112791,34
04.11.2020,10:22:00,108034,114983,108034,109959,57
04.11.2020,10:23:00,113042,114809,108025,112609,13
04.11.2020,10:24:00,111752,115131,107949,109134,40
04.11.2020,10:25:00,115187,115289,107986,114606,29
04.11.2020,10:26:00,113964,114997,107945,114205,5
04.11.2020,10:27:00,112012,115114,107976,108768,54
04.11.2020,10:28:00,114497,115231,108045,108625,1
04.11.2020,10:29:00,109747,115298,107960,109564,90
04.11.2020,10:30:00,114762,115096,107908,109535,67
04.11.2020,10:31:00,115019,115138,107990,111613,19
04.11.2020,10:32:00,113570,115238,107947,108049,4
04.11.2020,10:33:00,110315,115240,108036,108110,66
04.11.2020,10:34:00,114318,115275,108017,115275,43
04.11.2020,10:35:00,109019,115293,107925,109104,32
04.11.2020,10:36:00,115184,115247,107968,111235,26
04.11.2020,10:37:00,110514,115189,108401,115055,98
04.11.2020,10:38:00,114754,115269,108576,113841,13
04.11.2020,10:39:00,109823,115286,107968,113674,28
04.11.2020,10:40:00,113634,115249,108051,113437,47
04.11.2020,10:41:00,108827,114956,108016,111522,9
04.11.2020,10:42:00,113955,115190,107965,111311,31
04.11.2020,10:43:00,112549,115298,107917,114281,60
04.11.2020,10:44:00,111625,115262,108017,109218,75
04.11.2020,10:45:00,113104,115171,108099,112705,39
04.11.2020,10:46:00,114056,115069,107905,113520,90
04.11.2020,10:47:00,114254,115247,108154,112259,70
04.11.2020,10:48:00,111217,115201,108006,109015,96
04.11.2020,10:49:00,114547,115134,108006,109677,90
04.11.2020,10:50:00,113385,115296,108077,113091,62
04.11.2020,10:51:00,114095,115085,108305,110794,74
04.11.2020,10:52:00,108811,114953,108067,110798,70
04.11.2020,10:53:00,109094,115276,108095,108098,73
04.11.2020,10:54:00,110393,115258,108129,111994,11
04.11.2020,10:55:00,109542,115151,108176,114617,30
04.11.2020,10:56:00,110030,115267,107982,108041,50
04.11.2020,10:57:00,108582,115181,107952,114687,4
04.11.2020,10:58:00,114434,115141,108120,109609,29
04.11.2020,10:59:00,109289,114774,108048,108048,31
04.11.2020,11:00:00,110256,115083,108442,108571,92
04.11.2020,11:01:00,107929,115283,107929,113398,96
04.11.2020,11:02:00,112039,115113,108361,110032,2
04.11.2020,11:03:00,114571,115058,108735,111243,52
04.11.2020,11:04:00,112214,115034,107918,110654,60
04.11.2020,11:05:00,110025,115253,108016,114221,61
04.11.2020,11:06:00,111640,115260,108072,112670,61
04.11.2020,11:07:00,111534,115230,108082,108785,12
04.11.2020,11:08:00,110624,115231,108135,109146,63
04.11.2020,11:09:00,109588,114731,108017,109696,90
04.11.2020,11:10:00,108802,115115,107921,112988,60
04.11.2020,11:11:00,113779,115266,108067,109498,56
04.11.2020,11:12:00,111922,115287,108026,112922,24
04.11.2020,11:13:00,114398,115177,108079,111537,81
04.11.2020,11:14:00,109507,115046,107928,114520,32
04.11.2020,11:15:00,114110,115112,108103,112417,42
04.11.2020,11:16:00,113871,115060,107937,110240,53
04.11.2020,11:17:00,108497,115175,107945,114598,95
04.11.2020,11:18:00,109292,115212,107914,109438,32
04.11.2020,11:19:00,111697,115121,108063,109632,18
04.11.2020,11:20:00,109146,115109,107942,109593,70
04.11.2020,11:21:00,110269,114945,108107,114405,79
04.11.2020,11:22:00,112981,115217,107951,109504,48
04.11.2020,11:23:00,113221,115112,108102,108102,55
04.11.2020,11:24:00,114398,115277,108020,108708,69
04.11.2020,11:25:00,111905,115109,108010,113329,82
04.11.2020,11:26:00,110222,115180,107934,112137,79
04.11.2020,11:27:00,113756,115143,107982,108508,86
04.11.2020,11:28:00,110049,115279,107929,115082,3
04.11.2020,11:29:00,109551,115286,108307,112413,95
04.11.2020,11:30:00,111984,115200,108027,113688,97
04.11.2020,11:31:00,114394,115256,108166,111621,97
04.11.2020,11:32:00,109079,115224,108097,114749,89
04.11.2020,11:33:00,109912,114768,108192,113522,31
04.11.2020,11:34:00,114412,115251,108116,111924,30
04.11.2020,11:35:00,110078,115257,107907,115257,60
04.11.2020,11:36:00,114381,114980,108124,109733,75
04.11.2020,11:37:00,110196,115243,108049,108857,95
04.11.2020,11:38:00,114398,115073,107912,108886,9
04.11.2020,11:39:00,111847,115297,107923,109169,10
04.11.2020,11:40:00,113815,115187,107940,113757,51
04.11.2020,11:41:00,110774,114790,107907,113212,69
04.11.2020,11:42:00,115259,115279,107920,112495,11
04.11.2020,11:43:00,112269,114882,107917,111803,34
04.11.2020,11:44:00,114004,115262,108045,114591,89
04.11.2020,11:45:00,111114,115197,107907,113434,43
04.11.2020,11:46:00,115204,115224,107980,109187,90
04.11.2020,11:47:00,113543,114961,108114,114180,45
04.11.2020,11:48:00,110051,114909,107912,112547,26
04.11.2020,11:49:00,108365,115158,108128,110185,37
04.11.2020,11:50:00,108995,114989,107900,111656,6
04.11.2020,11:51:00,114625,115127,108132,111125,47
04.11.2020,11:52:00,114825,115299,107953,107953,91
04.11.2020,11:53:00,113798,115226,108120,114328,10
04.11.2020,11:54:00,114369,115299,108127,111736,48
04.11.2020,11:55:00,109588,115267,107919,113532,32
04.11.2020,11:56:00,109639,115267,107947,114322,91
04.11.2020,11:57:00,108574,115077,108014,110798,18
04.11.2020,11:58:00,110561,115247,107927,108201,25
04.11.2020,11:59:00,108148,115218,108110,112752,51
04.11.2020,12:00:00,114463,115289,108000,108661,4
04.11.2020,12:01:00,115017,115017,107957,109082,75
04.11.2020,12:02:00,111218,114791,108217,109290,46
04.11.2020,12:03:00,109581,115263,108080,112493,32
04.11.2020,12:04:00,111047,115273,107936,108844,88
04.11.2020,12:05:00,109694,115297,107931,108595,46
04.11.2020,12:06:00,112635,115054,108497,114032,40
04.11.2020,12:07:00,114927,115252,107998,112908,29
04.11.2020,12:08:00,110338,115016,107992,113691,36
04.11.2020,12:09:00,110984,115095,107917,114315,43
04.11.2020,12:10:00,109437,115109,107956,114025,60
04.11.2020,12:11:00,110268,115091,107972,111383,19
04.11.2020,12:12:00,109677,115221,107969,109900,64
04.11.2020,12:13:00,114116,115221,107954,109211,49
04.11.2020,12:14:00,113560,115265,107981,108532,19
04.11.2020,12:15:00,110037,115293,107960,114627,53
04.11.2020,12:16:00,109045,115262,107972,108502,39
04.11.2020,12:17:00,109932,115257,108016,110716,62
04.11.2020,12:18:00,109772,115225,107907,110180,32
04.11.2020,12:19:00,114355,115149,108027,114260,66
04.11.2020,12:20:00,112969,115041,107941,113538,17
04.11.2020,12:21:00,109191,115065,107937,112780,31
04.11.2020,12:22:00,115231,115231,108015,112604,2
04.11.2020,12:23:00,111836,115197,107920,111727,45
04.11.2020,12:24:00,111954,115268,108220,112723,78
04.11.2020,12:25:00,114703,115172,108031,113843,22
04.11.2020,12:26:00,113062,115230,107910,113528,92
04.11.2020,12:27:00,111217,115070,108053,109839,23
04.11.2020,12:28:00,113440,115204,108093,113041,45
04.11.2020,12:29:00,114849,115274,107999,110377,80
04.11.2020,12:30:00,113322,115281,108076,109667,93
04.11.2020,12:31:00,108874,115065,108024,109273,42
04.11.2020,12:32:00,110561,115205,108014,112433,81
04.11.2020,12:33:00,113655,115156,107925,115054,28
04.11.2020,12:34:00,112780,115275,107988,111941,21
04.11.2020,12:35:00,108814,115270,108814,112313,60
04.11.2020,12:36:00,114074,115226,107901,113761,46
04.11.2020,12:37:00,111911,115276,107925,115050,36
04.11.2020,12:38:00,114408,115262,107919,113761,13
04.11.2020,12:39:00,113841,115161,107901,112537,52
04.11.2020,12:40:00,109941,115205,107998,112592,78
04.11.2020,12:41:00,109922,115296,107980,111941,18
04.11.2020,12:42:00,114368,115234,107962,114975,85
04.11.2020,12:43:00,110191,115198,107950,113593,26
04.11.2020,12:44:00,110894,115246,108027,112417,39
04.11.2020,12:45:00,109429,115299,108002,108497,61
04.11.2020,12:46:00,109548,115210,108025,108379,54
04.11.2020,12:47:00,111656,115254,108122,112391,31
04.11.2020,12:48:00,113949,115225,107905,113267,43
04.11.2020,12:49:00,112591,115291,107998,115116,76
04.11.2020,12:50:00,109771,115127,107906,114806,15
04.11.2020,12:51:00,111997,115269,108301,112512,56
04.11.2020,12:52:00,110905,115205,107908,111380,41
04.11.2020,12:53:00,112174,115184,107907,112262,25
04.11.2020,12:54:00,111011,115289,108017,110505,57
04.11.2020,12:55:00,114866,115130,108008,114221,54
04.11.2020,12:56:00,109180,115179,108020,110617,19
04.11.2020,12:57:00,114447,115121,107995,111201,15
04.11.2020,12:58:00,114199,115276,107926,112002,44
04.11.2020,12:59:00,113376,114869,107954,108492,1
04.11.2020,13:00:00,112733,115277,108149,109881,40
04.11.2020,13:01:00,111451,115276,107980,112797,17
04.11.2020,13:02:00,108821,115277,108214,111417,46
04.11.2020,13:03:00,113667,115113,107977,111072,46
04.11.2020,13:04:00,108834,115111,108001,114644,12
04.11.2020,13:06:00,109128,115253,107918,108778,87
04.11.2020,13:07:00,111849,114539,107920,109751,64
04.11.2020,13:08:00,113312,115295,107903,114951,53
04.11.2020,13:09:00,108546,115160,107942,113108,27
04.11.2020,13:11:00,115046,115233,108076,113462,68
04.11.2020,13:12:00,114693,115232,108085,108547,52
04.11.2020,13:13:00,108809,115132,107901,113893,32
04.11.2020,13:14:00,110820,115259,107959,113466,48
04.11.2020,13:15:00,114611,115099,107984,112394,21
04.11.2020,13:16:00,108966,115270,107904,115269,97
04.11.2020,13:17:00,112134,115289,107924,115113,91
04.11.2020,13:18:00,111368,115183,108159,113605,15
04.11.2020,13:19:00,111277,115250,107906,109189,64
04.11.2020,13:20:00,110264,115198,108106,109288,76
04.11.2020,13:21:00,109619,115167,108081,110927,17
04.11.2020,13:22:00,111998,115218,107900,111870,65
04.11.2020,13:23:00,111105,115126,107953,111386,18
04.11.2020,13:24:00,113179,115272,108068,109199,41
04.11.2020,13:25:00,112505,115252,107998,108050,81
04.11.2020,13:27:00,113590,115147,107907,112824,76
04.11.2020,13:28:00,109787,115221,107915,108305,66
04.11.2020,13:29:00,111777,115292,108015,112528,40
04.11.2020,13:30:00,112422,115144,108003,112338,92
04.11.2020,13:32:00,110017,115120,107953,115120,78
04.11.2020,13:33:00,112431,115270,107965,109630,87
04.11.2020,13:34:00,114932,115222,108072,111869,95
04.11.2020,13:35:00,109738,115238,107919,108164,58
04.11.2020,13:36:00,114988,115263,108074,113231,90
04.11.2020,13:37:00,111425,115181,108086,108161,27
04.11.2020,13:38:00,113185,115220,107935,112074,89
04.11.2020,13:39:00,109203,115277,108021,113910,43
04.11.2020,13:40:00,111366,115278,108029,111372,36
04.11.2020,13:41:00,111940,115221,108145,109882,18
04.11.2020,13:42:00,110002,115293,107928,113865,16
04.11.2020,13:44:00,112467,115144,107909,110350,36
04.11.2020,13:45:00,113404,115150,108202,109788,34
04.11.2020,13:46:00,112810,115168,108073,110674,95
04.11.2020,13:47:00,111469,115241,107937,113031,58
04.11.2020,13:48:00,115047,115289,107913,111591,13
04.11.2020,13:49:00,108233,115128,107910,114456,45
04.11.2020,13:50:00,109159,115244,107923,114003,14
04.11.2020,13:51:00,111850,115204,107927,108746,19
04.11.2020,13:52:00,110095,114975,107928,108458,48
04.11.2020,13:53:00,112017,115291,108051,110370,30
04.11.2020,13:54:00,112742,115148,107977,113139,35
04.11.2020,13:55:00,109488,115046,108070,109300,79
04.11.2020,13:56:00,110150,115024,107921,111960,17
04.11.2020,13:57:00,109594,115198,108036,115160,17
04.11.2020,13:58:00,111655,115151,107937,108857,97
04.11.2020,13:59:00,115105,115278,107997,115266,55
04.11.2020,14:00:00,111910,115215,107908,114464,2
04.11.2020,14:01:00,114502,115123,108331,112001,76
04.11.2020,14:02:00,109647,115258,107910,107910,39
04.11.2020,14:03:00,111652,115274,107931,107931,49
04.11.2020,14:04:00,114875,115222,107910,109721,41
04.11.2020,14:05:00,114069,115213,108135,114198,71
04.11.2020,14:06:00,113826,115016,108014,112933,4
04.11.2020,14:07:00,112537,115068,107919,109059,2
04.11.2020,14:08:00,110236,114943,108298,109249,1
04.11.2020,14:09:00,112730,115187,107925,112022,53
04.11.2020,14:10:00,109044,115226,107966,113801,10
04.11.2020,14:11:00,112121,115060,108045,114364,69
04.11.2020,14:12:00,115050,115105,107950,109910,18
04.11.2020,14:13:00,108597,115077,108009,109290,48
04.11.2020,14:14:00,110589,115266,108355,108410,47
04.11.2020,14:15:00,113277,115232,107949,109768,8
04.11.2020,14:16:00,114142,115146,107948,114006,66
04.11.2020,14:17:00,114303,115198,107906,109964,23
04.11.2020,14:18:00,111288,115299,108019,112094,56
04.11.2020,14:19:00,110853,115274,108038,109627,38
04.11.2020,14:20:00,109845,115295,107937,109402,53
04.11.2020,14:21:00,114212,115235,108100,113073,21
04.11.2020,14:22:00,111221,115209,107925,112832,47
04.11.2020,14:23:00,112088,115273,108146,112314,59
04.11.2020,14:24:00,111388,115276,107932,114749,97
04.11.2020,14:25:00,114465,115146,107922,113788,64
04.11.2020,14:26:00,112718,115022,107964,114318,30
04.11.2020,14:27:00,113065,115258,108214,113607,81
04.11.2020,14:28:00,115110,115222,108015,112145,15
04.11.2020,14:29:00,108389,115270,107902,111666,54
04.11.2020,14:30:00,111218,115228,107981,108740,49
04.11.2020,14:31:00,107917,115000,107917,112255,68
04.11.2020,14:32:00,110723,115090,107936,110401,4
04.11.2020,14:33:00,114908,115168,107931,112967,29
04.11.2020,14:34:00,113922,115145,108220,115117,51
04.11.2020,14:35:00,108376,114897,108009,112572,14
04.11.2020,14:36:00,111274,115007,107932,110436,89
04.11.2020,14:37:00,108455,115080,108210,111499,34
04.11.2020,14:38:00,111529,115277,107902,113018,24
04.11.2020,14:39:00,114070,115217,108033,111794,91
04.11.2020,14:40:00,108503,115106,108029,112191,69
04.11.2020,14:41:00,112932,115217,107944,107944,27
04.11.2020,14:42:00,109829,115162,108012,113647,40
04.11.2020,14:43:00,112719,115268,108296,109916,28
04.11.2020,14:44:00,114396,115291,108062,114364,97
04.11.2020,14:45:00,108297,114899,107968,113401,29
04.11.2020,14:46:00,114900,115131,107904,113083,89
04.11.2020,14:47:00,114848,115272,108297,113212,33
04.11.2020,14:48:00,109506,115197,108025,111481,44
04.11.2020,14:49:00,112237,115267,107911,110406,44
04.11.2020,14:50:00,112547,115207,107990,111093,66
04.11.2020,14:51:00,109345,115298,107922,110056,57
04.11.2020,14:52:00,112757,115203,108011,108761,83
04.11.2020,14:53:00,111958,115152,108079,114810,42
04.11.2020,14:54:00,110531,115259,107937,109150,90
04.11.2020,14:55:00,110813,115262,107904,114035,30
04.11.2020,14:56:00,110149,114707,107991,109335,57
04.11.2020,14:57:00,108143,115169,108143,112199,94
04.11.2020,14:58:00,111277,115288,107931,112283,26
04.11.2020,14:59:00,111135,115262,107920,111833,40
04.11.2020,15:00:00,109424,114838,107968,112995,62
04.11.2020,15:01:00,110459,115174,108131,108620,36
04.11.2020,15:02:00,113535,115275,108009,110998,91
04.11.2020,15:03:00,112234,115123,108057,108245,2
04.11.2020,15:04:00,113043,115282,107904,112841,96
04.11.2020,15:05:00,113638,115246,107911,108012,70
04.11.2020,15:06:00,113963,115259,107908,111480,6
04.11.2020,15:07:00,109650,115143,108123,113458,60
04.11.2020,15:08:00,111820,115080,107901,109636,1
04.11.2020,15:09:00,114761,115205,107903,108227,78
04.11.2020,15:10:00,110997,115171,107993,112279,39
04.11.2020,15:11:00,112759,115224,107958,110557,91
04.11.2020,15:12:00,109085,115056,108077,112048,2
04.11.2020,15:13:00,111178,114973,108812,114973,50
04.11.2020,15:14:00,110273,114992,107960,109081,90
04.11.2020,15:15:00,111900,115283,108359,112449,15
04.11.2020,15:16:00,110274,115217,107926,115085,25
04.11.2020,15:17:00,112466,115233,107995,110772,68
04.11.2020,15:18:00,114585,115273,108013,114703,33
04.11.2020,15:19:00,110502,115249,108010,114620,50
04.11.2020,15:20:00,110136,115271,108102,115271,93
04.11.2020,15:21:00,112739,114845,107966,114801,98
04.11.2020,15:22:00,112749,115256,107979,110345,60
04.11.2020,15:23:00,111667,115242,107907,108067,88
04.11.2020,15:24:00,112734,115289,107939,112262,20
04.11.2020,15:25:00,108233,115174,108101,111202,17
04.11.2020,15:26:00,112330,115259,107999,108322,51
04.11.2020,15:27:00,112046,115240,107998,110771,42
04.11.2020,15:28:00,113188,115288,107994,113610,12
04.11.2020,15:29:00,110598,115179,108073,111142,66
04.11.2020,15:30:00,113891,115255,107914,109472,19
04.11.2020,15:31:00,110487,115225,107941,111969,3
04.11.2020,15:32:00,113609,115288,108005,111563,2
04.11.2020,15:33:00,108062,114621,108062,112391,50
04.11.2020,15:34:00,109243,115298,108274,114135,65
04.11.2020,15:35:00,114054,115298,107987,112966,92
04.11.2020,15:36:00,112381,115198,107936,113494,63
04.11.2020,15:37:00,114732,115262,108140,110094,16
04.11.2020,15:38:00,111767,115132,107993,112050,16
04.11.2020,15:39:00,109523,115088,108124,109880,53
04.11.2020,15:40:00,110349,115298,107922,112995,31
04.11.2020,15:41:00,109676,115295,107914,114770,57
04.11.2020,15:42:00,113668,115294,107986,110040,19
04.11.2020,15:43:00,108240,115260,107926,109652,36
04.11.2020,15:44:00,112368,115163,108040,108994,47
04.11.2020,15:45:00,109671,115283,107931,114952,21
04.11.2020,15:46:00,110218,115234,107913,108064,19
04.11.2020,15:47:00,113001,115249,108046,110630,90
04.11.2020,15:49:00,109998,115200,108126,109669,83
04.11.2020,15:50:00,111437,115197,108016,113279,68
04.11.2020,15:51:00,110525,114992,108092,111624,79
04.11.2020,15:52:00,110250,115201,108088,110894,49
04.11.2020,15:53:00,109730,115240,107944,109504,64
04.11.2020,15:54:00,112802,115277,108067,108805,57
04.11.2020,15:55:00,110863,115291,107965,114863,28
04.11.2020,15:56:00,110309,115280,107901,112772,27
04.11.2020,15:57:00,111295,115009,108037,114317,93
04.11.2020,15:58:00,110744,115294,108046,112459,13
04.11.2020,15:59:00,110640,115293,108231,110013,88
04.11.2020,16:00:00,110824,114870,107999,110755,1
04.11.2020,16:01:00,115216,115216,108020,111067,4
04.11.2020,16:02:00,112906,115261,108274,112514,21
04.11.2020,16:03:00,112643,115206,107984,110606,4
04.11.2020,16:04:00,115089,115205,108019,109446,40
04.11.2020,16:05:00,110740,115282,107905,108618,48
04.11.2020,16:06:00,108810,115239,108031,108663,35
04.11.2020,16:07:00,109019,115141,108197,113899,49
04.11.2020,16:08:00,111777,115254,108052,110450,20
04.11.2020,16:09:00,111937,115269,107960,109063,70
04.11.2020,16:10:00,111135,115162,108040,108676,13
04.11.2020,16:11:00,111205,115166,107992,108410,16
04.11.2020,16:12:00,115087,115137,107986,111897,92
04.11.2020,16:13:00,111966,115264,108321,112330,66
04.11.2020,16:14:00,111580,115084,108175,115084,35
04.11.2020,16:15:00,108764,115215,107932,113740,22
04.11.2020,16:16:00,110231,115287,107909,108746,56
04.11.2020,16:17:00,110438,115294,108040,111741,69
04.11.2020,16:18:00,115149,115199,107995,112056,11
04.11.2020,16:19:00,113592,115269,107963,109854,94
04.11.2020,16:20:00,108757,115279,108081,114527,80
04.11.2020,16:21:00,109335,115289,107910,112561,24
04.11.2020,16:22:00,109963,115134,107974,111248,32
04.11.2020,16:23:00,109613,115068,107947,109568,85
04.11.2020,16:24:00,109782,115057,108062,110788,22
04.11.2020,16:25:00,111016,115173,107922,114831,46
04.11.2020,16:26:00,108206,115261,107981,111260,17
04.11.2020,16:27:00,114049,115282,108012,108016,28
04.11.2020,16:28:00,114557,115290,107956,112048,39
04.11.2020,16:29:00,114537,114983,108004,111711,19
04.11.2020,16:30:00,113283,115244,108340,112405,97
04.11.2020,16:31:00,111595,115111,107916,112699,89
04.11.2020,16:32:00,108221,115195,108169,111643,63
04.11.2020,16:33:00,111175,115275,107955,114084,63
04.11.2020,16:34:00,112143,115248,107906,114427,72
04.11.2020,16:35:00,110626,115147,108079,111873,72
04.11.2020,16:36:00,114560,115205,107996,110974,10
04.11.2020,16:37:00,108229,115299,108014,110147,89
04.11.2020,16:38:00,108766,115283,107925,109727,65
04.11.2020,16:39:00,108488,114938,107929,110937,45
04.11.2020,16:40:00,111893,115027,108017,112538,22
04.11.2020,16:41:00,112441,115248,108040,108237,94
04.11.2020,16:42:00,112337,115242,107915,114356,21
04.11.2020,16:43:00,109077,115289,107991,110864,49
04.11.2020,16:44:00,108853,115045,108119,114694,32
04.11.2020,16:45:00,110997,115027,107937,112920,71
04.11.2020,16:46:00,108781,115137,107910,112351,29
04.11.2020,16:47:00,113704,115179,108031,111851,96
04.11.2020,16:48:00,112917,115212,108080,109439,66
04.11.2020,16:49:00,108970,115216,107940,110618,73
04.11.2020,16:50:00,110339,115281,108052,113745,78
04.11.2020,16:51:00,112289,114835,107973,114205,75
04.11.2020,16:52:00,110187,115239,108068,108287,39
04.11.2020,16:53:00,108033,115261,108017,112537,24
04.11.2020,16:54:00,113406,114936,108013,112126,65
04.11.2020,16:55:00,112492,114968,108308,111690,89
04.11.2020,16:56:00,114340,115212,107912,114827,85
04.11.2020,16:57:00,108381,115183,108091,113377,5
04.11.2020,16:58:00,114758,115201,108228,111551,93
04.11.2020,16:59:00,114908,115217,107944,114690,20
04.11.2020,17:00:00,110425,115288,107995,108092,40
04.11.2020,17:01:00,113172,115235,108111,109016,31
04.11.2020,17:02:00,109296,115290,107952,113424,83
04.11.2020,17:03:00,110347,115219,107968,109847,62
04.11.2020,17:04:00,115038,115038,108059,108694,98
04.11.2020,17:05:00,109537,115292,107927,111593,41
04.11.2020,17:06:00,115225,115225,108137,111192,82
04.11.2020,17:07:00,114725,115266,107904,113483,17
04.11.2020,17:08:00,109377,115221,108016,108374,60
04.11.2020,17:09:00,114890,115259,108044,113036,78
04.11.2020,17:10:00,109414,115079,107918,109859,75
04.11.2020,17:11:00,108093,115268,108070,114726,7
04.11.2020,17:12:00,113095,115137,107952,111931,4
04.11.2020,17:13:00,112167,114901,107908,111862,74
04.11.2020,17:14:00,111400,115111,107965,108835,4
04.11.2020,17:15:00,111261,115285,107994,113171,73
04.11.2020,17:16:00,114319,114998,107964,111712,94
